category,file,source_key,current_fa_value,latin_words
high-latin,i18n/index.fa.json,Session 5: Neurobranding,Session ۵: Neurobranding,Session Neurobranding
high-latin,i18n/index.fa.json,Building emotional connections with brands,Building emotional connections با brands,Building emotional connections brands
high-latin,i18n/index.fa.json,Case studies from international brands,Case studies از international brands,Case studies international brands
high-latin,i18n/index.fa.json,Session 6: Neurocognitive Analysis of Advertising Content,Session ۶: Neurocognitive تحلیل از Advertising Content,Session Neurocognitive Advertising Content
high-latin,i18n/index.fa.json,Part A: Neurocognitive Content Analysis,Part A: Neurocognitive Content تحلیل,Part A Neurocognitive Content
high-latin,i18n/index.fa.json,Data-driven marketing strategies,داده-driven marketing strategies,driven marketing strategies
high-latin,i18n/index.fa.json,A/B testing and conversion optimization,A/B testing و conversion optimization,A B testing conversion optimization
high-latin,i18n/index.fa.json,Predictive analytics for consumer behavior,Predictive analytics برای consumer behavior,Predictive analytics consumer behavior
high-latin,i18n/index.fa.json,Decision-making biases in organizational contexts,Decision-making biases در organizational contexts,Decision-making biases organizational contexts
high-latin,i18n/index.fa.json,Building high-performance teams,Building high-performance teams,Building high-performance teams
high-latin,i18n/index.fa.json,Strategic thinking and innovation,Strategic تفکر و innovation,Strategic innovation
high-latin,i18n/index.fa.json,Behavioral science and experience design,رفتاری science و experience design,science experience design
high-latin,i18n/index.fa.json,Measuring and optimizing user experience,Measuring و optimizing user experience,Measuring optimizing user experience
high-latin,i18n/index.fa.json,Managers of cognitive clinics and rehabilitation centers,Managers از شناختی clinics و rehabilitation centers,Managers clinics rehabilitation centers
high-latin,i18n/index.fa.json,Marketing managers in organizations and businesses,Marketing managers در organizations و businesses,Marketing managers organizations businesses
high-latin,i18n/index.fa.json,Business Leaders,Business Leaders,Business Leaders
high-latin,i18n/index.fa.json,Managers of businesses and startups,Managers از businesses و startups,Managers businesses startups
high-latin,i18n/index.fa.json,Neuromarketing,Neuromarketing,Neuromarketing
high-latin,i18n/index.fa.json,Neurobranding,Neurobranding,Neurobranding
high-latin,i18n/index.fa.json,Marketing Strategy,Marketing Strategy,Marketing Strategy
high-latin,i18n/index.fa.json,Dr. Mohammadreza Abolghasemi Dehaqani,Dr. Mohammadreza Abolghasemi Dehaqani,Dr Mohammadreza Abolghasemi Dehaqani
high-latin,i18n/index.fa.json,Dr. Saeed Eslami Bidgoli,Dr. Saeed Eslami Bidgoli,Dr Saeed Eslami Bidgoli
high-latin,i18n/index.fa.json,Dr. Omid Asgari,Dr. Omid Asgari,Dr Omid Asgari
high-latin,i18n/index.fa.json,Amir Mohammad Tehmtan,Amir Mohammad Tehmtan,Amir Mohammad Tehmtan
high-latin,i18n/index.fa.json,Samira Toofani Asl,Samira Toofani Asl,Samira Toofani Asl
high-latin,i18n/index.fa.json,Kaveh Yazdifar,Kaveh Yazdifar,Kaveh Yazdifar
high-latin,i18n/index.fa.json,Albert Heidarian,Albert Heidarian,Albert Heidarian
high-latin,i18n/index.fa.json,- Director of NeuroLab Studio,- Director از NeuroLab Studio,Director NeuroLab Studio
high-latin,i18n/index.fa.json,Hirmand Lashkari,Hirmand Lashkari,Hirmand Lashkari
high-latin,i18n/index.fa.json,Core Competencies,Core Competencies,Core Competencies
high-latin,i18n/index.fa.json,Behavioral Economics Fundamentals:,رفتاری Economics Fundamentals:,Economics Fundamentals
high-latin,i18n/index.fa.json,Neuromarketing Techniques:,Neuromarketing Techniques:,Neuromarketing Techniques
high-latin,i18n/index.fa.json,Marketing Strategy:,Marketing Strategy:,Marketing Strategy
high-latin,i18n/index.fa.json,Brand Strategy:,Brand Strategy:,Brand Strategy
high-latin,i18n/index.fa.json,National Brain Mapping Lab (NBML),National Brain Mapping Lab (NBML),National Brain Mapping Lab
high-latin,i18n/index.fa.json,Neuroeconomics:,Neuroeconomics:,Neuroeconomics
high-latin,i18n/index.fa.json,Translating basic neuroscience findings to real-world applications,Translating basic علوم اعصاب findings تا real-world applications,Translating basic findings real-world applications
high-latin,i18n/index.fa.json,Interdisciplinary Approach:,Interdisciplinary Approach:,Interdisciplinary Approach
high-latin,i18n/index.fa.json,Ability to communicate research findings to non-academic audiences,Ability تا communicate پژوهش findings تا non-academic audiences,Ability communicate findings non-academic audiences
high-latin,i18n/index.fa.json,Total Duration:,Total Duration:,Total Duration
high-latin,i18n/index.fa.json,8 comprehensive modules,۸ comprehensive modules,comprehensive modules
high-latin,i18n/index.fa.json,Hybrid (Online & In-person),Hybrid (Online و In-person),Hybrid Online In-person
high-latin,i18n/index.fa.json,Dates:,Dates:,Dates
high-latin,i18n/index.fa.json,8+ distinguished instructors,۸+ distinguished instructors,distinguished instructors
high-latin,i18n/index.fa.json,12+ major subject areas,۱۲+ major subject areas,major subject areas
high-latin,i18n/index.fa.json,Disciplines:,Disciplines:,Disciplines
high-latin,i18n/index.fa.json,Institutional Context,Institutional Context,Institutional Context
high-latin,i18n/index.fa.json,Venue:,Venue:,Venue
high-latin,i18n/index.fa.json,National Brain Mapping Lab,National Brain Mapping Lab,National Brain Mapping Lab
high-latin,i18n/index.fa.json,Support:,Support:,Support
high-latin,i18n/index.fa.json,Cognitive Sciences and Technologies Development Headquarters,شناختی Sciences و Technologies Development Headquarters,Sciences Technologies Development Headquarters
high-latin,i18n/index.fa.json,Personal Impact & Significance,Personal Impact و Significance,Personal Impact Significance
high-latin,i18n/index.fa.json,"National School of Biotechnology, Iran • January 2025","National School از Biotechnology, Iran • January ۲۰۲۵",National School Biotechnology January
high-latin,i18n/index.fa.json,6-hour advanced virtual training course,۶-hour advanced virtual training course,hour advanced virtual training course
high-latin,i18n/index.fa.json,Course Curriculum & Topics,دوره Curriculum و Topics,Curriculum Topics
high-latin,i18n/index.fa.json,Core Molecular Biology Techniques,Core Molecular Biology روش‌ها,Core Molecular Biology
high-latin,i18n/index.fa.json,1. Primer Design,۱. Primer Design,Primer Design
high-latin,i18n/index.fa.json,Design considerations for PCR and RT-PCR,Design considerations برای PCR و RT-PCR,Design considerations PCR RT-PCR
high-latin,i18n/index.fa.json,Specificity and efficiency optimization,Specificity و efficiency optimization,Specificity efficiency optimization
high-latin,i18n/index.fa.json,2. RNA Extraction,۲. RNA Extraction,RNA Extraction
high-latin,i18n/index.fa.json,RNA extraction techniques and protocols,RNA extraction techniques و protocols,RNA extraction techniques protocols
high-latin,i18n/index.fa.json,Sample preparation and handling,Sample preparation و handling,Sample preparation handling
high-latin,i18n/index.fa.json,RNase-free technique and contamination prevention,RNase-free technique و contamination prevention,RNase-free technique contamination prevention
high-latin,i18n/index.fa.json,3. Agarose Gel Electrophoresis,۳. Agarose Gel Electrophoresis,Agarose Gel Electrophoresis
high-latin,i18n/index.fa.json,Gel preparation and running procedures,Gel preparation و running procedures,Gel preparation running procedures
high-latin,i18n/index.fa.json,Nucleic acid visualization techniques,Nucleic acid visualization techniques,Nucleic acid visualization techniques
high-latin,i18n/index.fa.json,Quality assessment of PCR products,Quality assessment از PCR products,Quality assessment PCR products
high-latin,i18n/index.fa.json,4. PCR (Polymerase Chain Reaction),۴. PCR (Polymerase Chain Reaction),PCR Polymerase Chain Reaction
high-latin,i18n/index.fa.json,PCR theory and principles,PCR theory و principles,PCR theory principles
high-latin,i18n/index.fa.json,Reaction setup and optimization,Reaction setup و optimization,Reaction setup optimization
high-latin,i18n/index.fa.json,Temperature cycling protocols,Temperature cycling protocols,Temperature cycling protocols
high-latin,i18n/index.fa.json,5. Real-Time PCR (RT-PCR),۵. Real-Time PCR (RT-PCR),Real-Time PCR RT-PCR
high-latin,i18n/index.fa.json,Quantitative real-time PCR methodology,Quantitative real-time PCR methodology,Quantitative real-time PCR methodology
high-latin,i18n/index.fa.json,Normalization strategies and reference genes,Normalization strategies و reference genes,Normalization strategies reference genes
high-latin,i18n/index.fa.json,6. Troubleshooting,۶. Troubleshooting,Troubleshooting
high-latin,i18n/index.fa.json,Common problems in molecular biology experiments,Common problems در molecular biology experiments,Common problems molecular biology experiments
high-latin,i18n/index.fa.json,Diagnostic approaches for failed reactions,Diagnostic approaches برای failed reactions,Diagnostic approaches failed reactions
high-latin,i18n/index.fa.json,Optimization strategies,Optimization strategies,Optimization strategies
high-latin,i18n/index.fa.json,Quality control best practices,Quality control best practices,Quality control best practices
high-latin,i18n/index.fa.json,Advanced Level,Advanced Level,Advanced Level
high-latin,i18n/index.fa.json,Virtual Format,Virtual Format,Virtual Format
high-latin,i18n/index.fa.json,Industry Focus,Industry Focus,Industry Focus
high-latin,i18n/index.fa.json,Primer Design,Primer Design,Primer Design
high-latin,i18n/index.fa.json,RNA Extraction,RNA Extraction,RNA Extraction
high-latin,i18n/index.fa.json,Gel Electrophoresis,Gel Electrophoresis,Gel Electrophoresis
high-latin,i18n/index.fa.json,Real-Time PCR,Real-Time PCR,Real-Time PCR
high-latin,i18n/index.fa.json,Molecular Biology,Molecular Biology,Molecular Biology
high-latin,i18n/index.fa.json,Troubleshooting,Troubleshooting,Troubleshooting
high-latin,i18n/index.fa.json,Molecular Mechanisms:,Molecular Mechanisms:,Molecular Mechanisms
high-latin,i18n/index.fa.json,Methodological Integration:,Methodological Integration:,Methodological Integration
high-latin,i18n/index.fa.json,"National School of Biotechnology, Iran","National School از Biotechnology, Iran",National School Biotechnology
high-latin,i18n/index.fa.json,6 hours intensive virtual training,۶ hours intensive virtual training,hours intensive virtual training
high-latin,i18n/index.fa.json,60 hours intensive program,۶۰ hours intensive program,hours intensive program
high-latin,i18n/index.fa.json,Core Curriculum Modules,Core Curriculum Modules,Core Curriculum Modules
high-latin,i18n/index.fa.json,Module 1: Neuroanatomy (12 hours),ماژول ۱: Neuroanatomy (۱۲ hours),Neuroanatomy hours
high-latin,i18n/index.fa.json,Cranial nerves overview,Cranial nerves overview,Cranial nerves overview
high-latin,i18n/index.fa.json,Fourth ventricle anatomy and CSF flow,Fourth ventricle anatomy و CSF flow,Fourth ventricle anatomy CSF flow
high-latin,i18n/index.fa.json,Vascular anatomy of the brain,Vascular anatomy از the brain,Vascular anatomy the brain
high-latin,i18n/index.fa.json,Module 2: Neurophysiology (4 hours),ماژول ۲: Neurophysiology (۴ hours),Neurophysiology hours
high-latin,i18n/index.fa.json,Neurons and glial cells,Neurons و glial cells,Neurons glial cells
high-latin,i18n/index.fa.json,Synaptic transmission,Synaptic transmission,Synaptic transmission
high-latin,i18n/index.fa.json,Neurotransmitter types and functions,Neurotransmitter types و functions,Neurotransmitter types functions
high-latin,i18n/index.fa.json,Action potentials,Action potentials,Action potentials
high-latin,i18n/index.fa.json,Neuronal excitation and inhibition,Neuronal excitation و inhibition,Neuronal excitation inhibition
high-latin,i18n/index.fa.json,Sensory systems (general and special senses),Sensory systems (general و special senses),Sensory systems general special senses
high-latin,i18n/index.fa.json,Module 3: Brain Dissection (4 hours),ماژول ۳: Brain Dissection (۴ hours),Brain Dissection hours
high-latin,i18n/index.fa.json,3. Addiction and Substance Abuse Disorders,۳. Addiction و Substance Abuse Disorders,Addiction Substance Abuse Disorders
high-latin,i18n/index.fa.json,"4. Headache, Seizures, Stroke, and Coma","۴. Headache, Seizures, Stroke, و Coma",Headache Seizures Stroke Coma
high-latin,i18n/index.fa.json,5. Aging Disorders and Dementia,۵. Aging Disorders و Dementia,Aging Disorders Dementia
high-latin,i18n/index.fa.json,6. Brain Tumors and Neurosurgery (Neurointervention & Neuromonitoring),۶. Brain Tumors و Neurosurgery (Neurointervention و Neuromonitoring),Brain Tumors Neurosurgery Neurointervention Neuromonitoring
high-latin,i18n/index.fa.json,Definitions and classification,Definitions و classification,Definitions classification
high-latin,i18n/index.fa.json,Clinical signs/symptoms and diagnostic tools,بالینی signs/symptoms و diagnostic tools,signs symptoms diagnostic tools
high-latin,i18n/index.fa.json,Behavioral changes and brain imaging findings,رفتاری changes و brain imaging findings,changes brain imaging findings
high-latin,i18n/index.fa.json,Pathophysiology and mechanisms,Pathophysiology و mechanisms,Pathophysiology mechanisms
high-latin,i18n/index.fa.json,Latest research findings and diagnostic/therapeutic challenges,Latest پژوهش findings و diagnostic/therapeutic challenges,Latest findings diagnostic therapeutic challenges
high-latin,i18n/index.fa.json,Ethical considerations,Ethical considerations,Ethical considerations
high-latin,i18n/index.fa.json,Module 5: Laboratory Tours at NBML (4 hours),ماژول ۵: Laboratory Tours at NBML (۴ hours),Laboratory Tours at hours
high-latin,i18n/index.fa.json,Three Specialized Lab Tours:,Three Specialized Lab Tours:,Three Specialized Lab Tours
high-latin,i18n/index.fa.json,Image processing software and analysis pipelines,Image processing software و تحلیل pipelines,Image processing software pipelines
high-latin,i18n/index.fa.json,"EEG, MEG, and other electrophysiological recording systems","EEG, MEG, و other electrophysiological recording systems",MEG other electrophysiological recording systems
high-latin,i18n/index.fa.json,Signal processing techniques and software,Signal processing techniques و software,Signal processing techniques software
high-latin,i18n/index.fa.json,"C) Brain Stimulation, Cognitive Assessment & Rehabilitation Lab (1.5 hours)","C) Brain Stimulation, شناختی Assessment و Rehabilitation Lab (۱.۵ hours)",Brain Stimulation Assessment Rehabilitation Lab hours
high-latin,i18n/index.fa.json,Cognitive assessment and rehabilitation tools,شناختی assessment و rehabilitation tools,assessment rehabilitation tools
high-latin,i18n/index.fa.json,Virtual reality systems for therapeutic applications,Virtual reality systems برای therapeutic applications,Virtual reality systems therapeutic applications
high-latin,i18n/index.fa.json,Eye-tracking technology and applications,Eye-tracking technology و applications,Eye-tracking technology applications
high-latin,i18n/index.fa.json,Program Scale,Program Scale,Program Scale
high-latin,i18n/index.fa.json,20+ distinguished instructors,۲۰+ distinguished instructors,distinguished instructors
high-latin,i18n/index.fa.json,Lab Tours:,Lab Tours:,Lab Tours
high-latin,i18n/index.fa.json,3 specialized facilities,۳ specialized facilities,specialized facilities
high-latin,i18n/index.fa.json,Institutional Affiliations,Institutional Affiliations,Institutional Affiliations
high-latin,i18n/index.fa.json,Tehran UMS,Tehran UMS,UMS
high-latin,i18n/index.fa.json,Iran UMS,Iran UMS,UMS
high-latin,i18n/index.fa.json,Other Universities,Other Universities,Other Universities
high-latin,i18n/index.fa.json,International,International,International
high-latin,i18n/index.fa.json,- 1 (Laureate Institute),- ۱ (Laureate Institute),Laureate Institute
high-latin,i18n/index.fa.json,Disciplines Covered,Disciplines Covered,Disciplines Covered
high-latin,i18n/index.fa.json,Foundational Knowledge:,Foundational Knowledge:,Foundational Knowledge
high-latin,i18n/index.fa.json,Translational Perspective:,Translational Perspective:,Translational Perspective
high-latin,i18n/index.fa.json,Facilities include:,Facilities include:,Facilities include
high-latin,i18n/index.fa.json,Personal Impact & Relevance,Personal Impact و Relevance,Personal Impact Relevance
high-latin,i18n/index.fa.json,NeuroTRACT Association • 2023-2024 • One-Year Intensive Program,NeuroTRACT همبستگی • ۲۰۲۳-۲۰۲۴ • One-Year Intensive Program,One-Year Intensive Program
high-latin,i18n/index.fa.json,Structure:,Structure:,Structure
high-latin,i18n/index.fa.json,International English certificate,International English certificate,International English certificate
high-latin,i18n/index.fa.json,Advanced Python Skills:,Advanced Python Skills:,Advanced Skills
high-latin,i18n/index.fa.json,Interdisciplinary Perspective:,Interdisciplinary Perspective:,Interdisciplinary Perspective
high-latin,i18n/index.fa.json,Total Sessions:,Total Sessions:,Total Sessions
high-latin,i18n/index.fa.json,34 lectures,۳۴ lectures,lectures
high-latin,i18n/index.fa.json,Three-Phase Structure,Three-Phase Structure,Three-Phase Structure
high-latin,i18n/index.fa.json,13 lectures,۱۳ lectures,lectures
high-latin,i18n/index.fa.json,11 lectures,۱۱ lectures,lectures
high-latin,i18n/index.fa.json,10 lectures,۱۰ lectures,lectures
high-latin,i18n/index.fa.json,Core Topics (13 Sessions),Core Topics (۱۳ Sessions),Core Topics Sessions
high-latin,i18n/index.fa.json,Basic Neuroanatomy,Basic Neuroanatomy,Basic Neuroanatomy
high-latin,i18n/index.fa.json,Neuronal Signaling and Synaptic Transmission,Neuronal Signaling و Synaptic Transmission,Neuronal Signaling Synaptic Transmission
high-latin,i18n/index.fa.json,General Principles of Sensory System,General Principles از Sensory System,General Principles Sensory System
high-latin,i18n/index.fa.json,Audition & Vestibular Sensation,Audition و Vestibular Sensation,Audition Vestibular Sensation
high-latin,i18n/index.fa.json,Chemical Sense,Chemical Sense,Chemical Sense
high-latin,i18n/index.fa.json,Lower and Upper Motor Neurons,Lower و Upper Motor Neurons,Lower Upper Motor Neurons
high-latin,i18n/index.fa.json,Neuroembryology,Neuroembryology,Neuroembryology
high-latin,i18n/index.fa.json,Neuroplasticity,Neuroplasticity,Neuroplasticity
high-latin,i18n/index.fa.json,Associational Cortex,Associational Cortex,Associational Cortex
high-latin,i18n/index.fa.json,Neurodegenerative Diseases and Dementia,Neurodegenerative Diseases و Dementia,Neurodegenerative Diseases Dementia
high-latin,i18n/index.fa.json,Epilepsy and Seizures,Epilepsy و Seizures,Epilepsy Seizures
high-latin,i18n/index.fa.json,Altered Mental Status and Brain Death,Altered Mental Status و Brain Death,Altered Mental Status Brain Death
high-latin,i18n/index.fa.json,Addiction,Addiction,Addiction
high-latin,i18n/index.fa.json,Neural Mechanisms of Stroke,Neural Mechanisms از Stroke,Neural Mechanisms Stroke
high-latin,i18n/index.fa.json,Movement Disorders,Movement Disorders,Movement Disorders
high-latin,i18n/index.fa.json,Neurodevelopmental Disorders,Neurodevelopmental Disorders,Neurodevelopmental Disorders
high-latin,i18n/index.fa.json,Personality Disorders,Personality Disorders,Personality Disorders
high-latin,i18n/index.fa.json,Depression and Mood Disorders,Depression و Mood Disorders,Depression Mood Disorders
high-latin,i18n/index.fa.json,Speech and Language Disorders,Speech و Language Disorders,Speech Language Disorders
high-latin,i18n/index.fa.json,Abstract Function,Abstract Function,Abstract Function
high-latin,i18n/index.fa.json,Perception,Perception,Perception
high-latin,i18n/index.fa.json,Intelligence,Intelligence,Intelligence
high-latin,i18n/index.fa.json,Sleep,Sleep,Sleep
high-latin,i18n/index.fa.json,Individual Differences,Individual Differences,Individual Differences
high-latin,i18n/index.fa.json,Reward and Happiness,Reward و Happiness,Reward Happiness
high-latin,i18n/index.fa.json,Consciousness,Consciousness,Consciousness
high-latin,i18n/index.fa.json,Prof. Gholamreza Hassanzadeh,Prof. Gholamreza Hassanzadeh,Prof Gholamreza Hassanzadeh
high-latin,i18n/index.fa.json,Prof. Mohammad Arbabi,Prof. Mohammad Arbabi,Prof Mohammad Arbabi
high-latin,i18n/index.fa.json,Dr. Abbas Tafakhori,Dr. Abbas Tafakhori,Dr Abbas Tafakhori
high-latin,i18n/index.fa.json,Dr. Mojdeh Ghabaee,Dr. Mojdeh Ghabaee,Dr Mojdeh Ghabaee
high-latin,i18n/index.fa.json,Dr. Mohammad Effatpanah,Dr. Mohammad Effatpanah,Dr Mohammad Effatpanah
high-latin,i18n/index.fa.json,Dr. Payam Sarraf,Dr. Payam Sarraf,Dr Payam Sarraf
high-latin,i18n/index.fa.json,Dr. Sakineh Ranji,Dr. Sakineh Ranji,Dr Sakineh Ranji
high-latin,i18n/index.fa.json,Dr. Hamed Amirifard,Dr. Hamed Amirifard,Dr Hamed Amirifard
high-latin,i18n/index.fa.json,Dr. Esmaeil Riahi,Dr. Esmaeil Riahi,Dr Esmaeil Riahi
high-latin,i18n/index.fa.json,Shiraz University of Medical Sciences,Shiraz University از Medical Sciences,Shiraz University Medical Sciences
high-latin,i18n/index.fa.json,Prof. Masoumeh Hatem,Prof. Masoumeh Hatem,Prof Masoumeh Hatem
high-latin,i18n/index.fa.json,Prof. Arash Mani,Prof. Arash Mani,Prof Arash Mani
high-latin,i18n/index.fa.json,Prof. Tahereh Talaei,Prof. Tahereh Talaei,Prof Tahereh Talaei
high-latin,i18n/index.fa.json,Dr. Ghazal Rashdi,Dr. Ghazal Rashdi,Dr Ghazal Rashdi
high-latin,i18n/index.fa.json,"- PhD in Physiotherapy, Scientific Director of New Horizons in Rehabilitation Congress","- PhD در Physiotherapy, Scientific Director از New Horizons در Rehabilitation Congress",PhD Physiotherapy Scientific Director New Horizons Rehabilitation Congress
high-latin,i18n/index.fa.json,Iran University of Medical Sciences,Iran University از Medical Sciences,University Medical Sciences
high-latin,i18n/index.fa.json,Prof. Seyed Vahid Shariat,Prof. Seyed Vahid Shariat,Prof Seyed Vahid Shariat
high-latin,i18n/index.fa.json,Dr. Mohammad Ghadiri,Dr. Mohammad Ghadiri,Dr Mohammad Ghadiri
high-latin,i18n/index.fa.json,Dr. Navid Mirzakhani,Dr. Navid Mirzakhani,Dr Navid Mirzakhani
high-latin,i18n/index.fa.json,Dr. Reyhaneh Mohammadi,Dr. Reyhaneh Mohammadi,Dr Reyhaneh
high-latin,i18n/index.fa.json,International Faculty,International Faculty,International Faculty
high-latin,i18n/index.fa.json,Dr. Mahsa Mayeli,Dr. Mahsa Mayeli,Dr Mahsa Mayeli
high-latin,i18n/index.fa.json,Dr. Parnian Rafei,Dr. Parnian Rafei,Dr Parnian Rafei
high-latin,i18n/index.fa.json,Dr. Amirhossein Jalali,Dr. Amirhossein Jalali,Dr Amirhossein Jalali
high-latin,i18n/index.fa.json,Additional Specialized Faculty,Additional Specialized Faculty,Additional Specialized Faculty
high-latin,i18n/index.fa.json,Dr. Ahmadreza Khatoonabadi,Dr. Ahmadreza Khatoonabadi,Dr Ahmadreza Khatoonabadi
high-latin,i18n/index.fa.json,Dr. Ehsan Negin,Dr. Ehsan Negin,Dr Ehsan Negin
high-latin,i18n/index.fa.json,Dr. Hojjatollah Haghgoo,Dr. Hojjatollah Haghgoo,Dr Hojjatollah Haghgoo
high-latin,i18n/index.fa.json,Dr. Alireza Valizadeh,Dr. Alireza Valizadeh,Dr Alireza Valizadeh
high-latin,i18n/index.fa.json,About NeuroTRACT Association,About NeuroTRACT Association,About Association
high-latin,i18n/index.fa.json,Completion Details,Completion Details,Completion Details
high-latin,i18n/index.fa.json,One full year (2023-2024),One full year (۲۰۲۳-۲۰۲۴),One full year
high-latin,i18n/index.fa.json,13 sessions,۱۳ sessions,sessions
high-latin,i18n/index.fa.json,11 sessions,۱۱ sessions,sessions
high-latin,i18n/index.fa.json,10 sessions,۱۰ sessions,sessions
high-latin,i18n/index.fa.json,All phases completed,All phases completed,All phases completed
high-latin,i18n/index.fa.json,Curriculum Base:,Curriculum Base:,Curriculum Base
high-latin,i18n/index.fa.json,Instruction Language:,Instruction Language:,Instruction Language
high-latin,i18n/index.fa.json,30+ distinguished professors,۳۰+ distinguished professors,distinguished professors
high-latin,i18n/index.fa.json,Knowledge Domains,Knowledge Domains,Knowledge Domains
high-latin,i18n/index.fa.json,Basic:,Basic:,Basic
high-latin,i18n/index.fa.json,"Neuroanatomy, physiology, signaling","Neuroanatomy, physiology, signaling",Neuroanatomy physiology signaling
high-latin,i18n/index.fa.json,Neurological & psychiatric disorders,Neurological و psychiatric disorders,Neurological psychiatric disorders
high-latin,i18n/index.fa.json,Higher brain functions,Higher مغز functions,Higher functions
high-latin,i18n/index.fa.json,Personal Achievement & Impact,Personal Achievement و Impact,Personal Achievement Impact
high-latin,i18n/index.fa.json,Sustained Commitment:,Sustained Commitment:,Sustained Commitment
high-latin,i18n/index.fa.json,International Standards:,International Standards:,International Standards
high-latin,i18n/index.fa.json,Breadth of Knowledge:,Breadth از Knowledge:,Breadth Knowledge
high-latin,i18n/index.fa.json,Distinguished faculty:,Distinguished faculty:,Distinguished faculty
high-latin,i18n/index.fa.json,4-Day Intensive Program (12 hours hands-on),۴-Day Intensive Program (۱۲ hours hands-on),Day Intensive Program hours hands-on
high-latin,i18n/index.fa.json,"DNA Extraction, RT-PCR, Real-Time PCR, Gene Expression Analysis","DNA Extraction, RT-PCR, Real-Time PCR, Gene Expression تحلیل",DNA Extraction RT-PCR Real-Time PCR Gene Expression
high-latin,i18n/index.fa.json,4 assessment-focused courses (9 credits),۴ assessment-focused courses (۹ واحد),assessment-focused courses
high-latin,i18n/index.fa.json,"WAIS-IV, WISC-IV, NEO-PI-R, MMPI, Psychometric Analysis","WAIS-IV, WISC-IV, NEO-PI-R, MMPI, Psychometric تحلیل",WAIS-IV WISC-IV NEO-PI-R MMPI Psychometric
high-latin,i18n/index.fa.json,"Neuroimaging, Signal Processing, Brain Stimulation","Neuroimaging, Signal Processing, Brain Stimulation",Neuroimaging Signal Processing Brain Stimulation
high-latin,i18n/index.fa.json,"fMRI, EEG, MEG, TMS, tDCS, VR systems","fMRI, EEG, MEG, TMS, tDCS, VR systems",MEG TMS tDCS VR systems
high-latin,i18n/index.fa.json,Molecular Techniques,Molecular Techniques,Molecular Techniques
high-latin,i18n/index.fa.json,"DNA extraction, PCR, RT-PCR, qPCR, gene expression analysis, spectrophotometry","DNA extraction, PCR, RT-PCR, qPCR, gene expression تحلیل, spectrophotometry",DNA extraction PCR RT-PCR qPCR gene expression spectrophotometry
high-latin,i18n/index.fa.json,Psychometric Skills,Psychometric Skills,Psychometric Skills
high-latin,i18n/index.fa.json,Neuroimaging Exposure,Neuroimaging Exposure,Neuroimaging Exposure
high-latin,i18n/index.fa.json,"Psychometrics & Assessment Training | Tehran, Iran","Psychometrics و Assessment Training | Tehran, Iran",Psychometrics Assessment Training
high-latin,i18n/index.fa.json,2 (1 Theoretical + 1 Practical) •,۲ (۱ Theoretical + ۱ Practical) •,Theoretical Practical
high-latin,i18n/index.fa.json,Test construction and validation principles,Test construction و validation principles,Test construction validation principles
high-latin,i18n/index.fa.json,Psychological Tests 1 (Fall 2021),Psychological Tests ۱ (Fall ۲۰۲۱),Psychological Tests Fall
high-latin,i18n/index.fa.json,Focus: Intelligence Assessment,Focus: Intelligence Assessment,Focus Intelligence Assessment
high-latin,i18n/index.fa.json,Child intelligence assessment protocols,Child intelligence assessment protocols,Child intelligence assessment protocols
high-latin,i18n/index.fa.json,Clinical interpretation of subtest patterns,بالینی interpretation از subtest patterns,interpretation subtest patterns
high-latin,i18n/index.fa.json,Ethical considerations in intelligence testing,Ethical considerations در intelligence testing,Ethical considerations intelligence testing
high-latin,i18n/index.fa.json,Psychological Tests 2 (Spring 2023),Psychological Tests ۲ (Spring ۲۰۲۳),Psychological Tests Spring
high-latin,i18n/index.fa.json,Focus: Personality & Clinical Assessment,Focus: Personality و بالینی Assessment,Focus Personality Assessment
high-latin,i18n/index.fa.json,Five-Factor Model personality assessment,Five-Factor Model personality assessment,Five-Factor Model personality assessment
high-latin,i18n/index.fa.json,Clinical personality inventory administration,بالینی personality inventory administration,personality inventory administration
high-latin,i18n/index.fa.json,Projective Tests:,Projective Tests:,Projective Tests
high-latin,i18n/index.fa.json,"TAT, Rorschach introduction","TAT, Rorschach introduction",TAT Rorschach introduction
high-latin,i18n/index.fa.json,3 (2 Theoretical + 1 Practical) •,۳ (۲ Theoretical + ۱ Practical) •,Theoretical Practical
high-latin,i18n/index.fa.json,Laboratory equipment operation and experimental protocols,Laboratory equipment operation و experimental protocols,Laboratory equipment operation experimental protocols
high-latin,i18n/index.fa.json,Data collection in controlled laboratory settings,داده collection در controlled laboratory settings,collection controlled laboratory settings
high-latin,i18n/index.fa.json,Experimental design implementation and execution,Experimental design implementation و execution,Experimental design implementation execution
high-latin,i18n/index.fa.json,Cumulative Training Statistics,Cumulative Training آمار,Cumulative Training
high-latin,i18n/index.fa.json,4 assessment-focused courses,۴ assessment-focused courses,assessment-focused courses
high-latin,i18n/index.fa.json,Time Period:,Time Period:,Time Period
high-latin,i18n/index.fa.json,Intelligence Testing:,Intelligence Testing:,Intelligence Testing
high-latin,i18n/index.fa.json,"WAIS-IV, WISC-IV","WAIS-IV, WISC-IV",WAIS-IV WISC-IV
high-latin,i18n/index.fa.json,Personality Assessment:,Personality Assessment:,Personality Assessment
high-latin,i18n/index.fa.json,"NEO-PI-R, MMPI","NEO-PI-R, MMPI",NEO-PI-R MMPI
